"Parent Molecule";"Name";"Synonyms";"Research Codes";"Phase";"Drug Applicants";"USAN Stem";"USAN Year";"USAN Definition";"USAN Stem - Substem";"First Approval";"ATC Codes";"Level 4 ATC Codes";"Level 3 ATC Codes";"Level 2 ATC Codes";"Level 1 ATC Codes";"Indication Class";"Patent";"Drug Type";"Passes Rule of Five";"First In Class";"Chirality";"Prodrug";"Oral";"Parenteral";"Topical";"Black Box";"Availability Type";"Smiles";"Inchi";"Withdrawn Flag";"Orphan"
"CHEMBL2023898";"DACLATASVIR";"BMS 790052|BMS-790052|DACLATASVIR|DAKLINZA|EBP 883|EBP-883";"BMS 790052|BMS-790052|EBP 883|EBP-883";"4.0";"Bristol-Myers Squibb Co";"'-vir'";"2010";"antivirals: nonstructural protein 5A (NS5A) inhibitors";"'-vir(-vir (-asvir))'";"2014";"J05AP07";"J05AP - Antivirals for treatment of HCV infections";"J05A - DIRECT ACTING ANTIVIRALS";"J05 - ANTIVIRALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"";"US-8329159-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"COC(=O)N[C@H](C(=O)N1CCC[C@H]1c1ncc(-c2ccc(-c3ccc(-c4cnc([C@@H]5CCCN5C(=O)[C@@H](NC(=O)OC)C(C)C)[nH]4)cc3)cc2)[nH]1)C(C)C";"InChI=1S/C40H50N8O6/c1-23(2)33(45-39(51)53-5)37(49)47-19-7-9-31(47)35-41-21-29(43-35)27-15-11-25(12-16-27)26-13-17-28(18-14-26)30-22-42-36(44-30)32-10-8-20-48(32)38(50)34(24(3)4)46-40(52)54-6/h11-18,21-24,31-34H,7-10,19-20H2,1-6H3,(H,41,43)(H,42,44)(H,45,51)(H,46,52)/t31-,32-,33-,34-/m0/s1";"False";"0"
"CHEMBL81";"RALOXIFENE";"EVIDEN|Evista|J22.982B|KEOXIFENE|LY-139481|NSC-747974|RALOXIFENE|RALOXIFENO|RALOXIPHENE|RAXETO|Raloxifene";"J22.982B|LY-139481|NSC-747974";"4.0";"Glenmark Pharmaceuticals Ltd|Teva Pharmaceuticals Usa|Invagen Pharmaceuticals Inc|Cadila Pharmaceuticals Ltd|Amneal Pharmaceuticals|Watson Laboratories Inc|Sciegen Pharmaceuticals Inc|Aurobindo Pharma Ltd|Eli Lilly And Co";"'-ifene'";"1988";"antiestrogens of the clomifene and tamoxifen groups";"'-ifene(-ifene)'";"1997";"G03XC01";"G03XC - Selective estrogen receptor modulators";"G03X - OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G03 - SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM";"G - GENITO URINARY SYSTEM AND SEX HORMONES";"Anti-Estrogen";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"O=C(c1ccc(OCCN2CCCCC2)cc1)c1c(-c2ccc(O)cc2)sc2cc(O)ccc12";"InChI=1S/C28H27NO4S/c30-21-8-4-20(5-9-21)28-26(24-13-10-22(31)18-25(24)34-28)27(32)19-6-11-23(12-7-19)33-17-16-29-14-2-1-3-15-29/h4-13,18,30-31H,1-3,14-17H2";"False";"0"
"CHEMBL1482";"BETHANECHOL";"BETHANECHOL|Bethanechol";"";"4.0";"Wockhardt Ltd|Able Laboratories Inc|Eci Pharmaceuticals Llc|Glenwood Inc|Sun Pharmaceutical Industries Inc|Lannett Co Inc|Actavis Elizabeth Llc|Chartwell Rx Sciences Llc|Watson Laboratories Inc|Ascot Hosp Pharmaceuticals Inc Div Travenol Laboratories Inc";"";"";"";"";"1948";"N07AB02";"N07AB - Choline esters";"N07A - PARASYMPATHOMIMETICS";"N07 - OTHER NERVOUS SYSTEM DRUGS";"N - NERVOUS SYSTEM";"Cholinergic";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"1";"0";"0";"Prescription Only";"CC(C[N+](C)(C)C)OC(N)=O";"InChI=1S/C7H16N2O2/c1-6(11-7(8)10)5-9(2,3)4/h6H,5H2,1-4H3,(H-,8,10)/p+1";"False";"0"
"CHEMBL443";"SULFAMETHOXAZOLE";"ACETYLSULFAMETHOXAZOLE|Acetylsulfamethoxazole|GANTANOL|GANTANOL-DS|NSC-147832|RO 4-2130|RO-4-2130|STX-608|SULFAMETHOXAZOLE|SULFAMETHOXAZOLE SODIUM|SULFAMETHOXAZOLUM|SULFAMETOXAZOL|SULPHAMETHOXAZOLE|Sinomin|Suphamethoxazole|UROBAK";"NSC-147832|RO 4-2130|RO-4-2130|STX-608";"4.0";"Interpharm Inc|Bedford Laboratories Div Ben Venue Laboratories Inc|Mylan Laboratories Ltd|Pharmaceutical Associates Inc|Monarch Pharmaceuticals Inc|Heritage Pharma Labs Inc Dba Avet Pharmaceuticals Labs Inc|Aurobindo Pharma Ltd|Pliva Inc|Somerset Therapeutics Llc|Amneal Pharmaceuticals Ny Llc";"'sulfa-'";"1962";"antimicrobials (sulfonamides derivatives)";"'sulfa-(sulfa-)'";"1973";"J01EC01";"J01EC - Intermediate-acting sulfonamides";"J01E - SULFONAMIDES AND TRIMETHOPRIM";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"1";"0";"0";"Prescription Only";"Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1";"InChI=1S/C10H11N3O3S/c1-7-6-10(12-16-7)13-17(14,15)9-4-2-8(11)3-5-9/h2-6H,11H2,1H3,(H,12,13)";"False";"0"
"CHEMBL1729";"CISAPRIDE";"ALIMIX|CISAPRIDA|CISAPRIDE|CISAPRIDE MONOHYDRATE|Cisapride|PREPULSID|PREPULSID QUICKLET|PROPULSID|PROPULSID QUICKSOLV|Propulsid|R-51,619|R-51619";"R-51,619|R-51619";"4.0";"Janssen Pharmaceutica Products Lp|Janssen Pharmaceuticals Inc";"'-pride'";"1983";"sulpride derivatives and analogs";"'-pride(-pride)'";"1993";"A03FA02";"A03FA - Propulsives";"A03F - PROPULSIVES";"A03 - DRUGS FOR FUNCTIONAL GASTROINTESTINAL DISORDERS";"A - ALIMENTARY TRACT AND METABOLISM";"Stimulant (peristaltic)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Withdrawn";"COc1cc(N)c(Cl)cc1C(=O)NC1CCN(CCCOc2ccc(F)cc2)CC1OC";"InChI=1S/C23H29ClFN3O4/c1-30-21-13-19(26)18(24)12-17(21)23(29)27-20-8-10-28(14-22(20)31-2)9-3-11-32-16-6-4-15(25)5-7-16/h4-7,12-13,20,22H,3,8-11,14,26H2,1-2H3,(H,27,29)";"True";"0"
"CHEMBL1199324";"FOSAPREPITANT";"FOSAPREPITANT|IVEMEND|L-758298";"L-758298";"4.0";"Mylan Laboratories Ltd|Qilu Pharmaceutical Hainan Co Ltd|Aspiro Pharma Ltd|Navinta Llc|Eugia Pharma Specialities Ltd|Piramal Critical Care Inc|Apotex Inc|Lupin Ltd|Merck And Co Inc|Baxter Healthcare Corp";"'fos-; -tant'";"2005";"phosphoro-derivatives; tachykinin (neurokinin) receptor antagonists: NK1 receptor antagonists";"'fos-(fos-); -tant(-tant (-pitant))'";"2008";"";"";"";"";"";"";"US-11065256-B2";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"1";"0";"1";"0";"0";"Prescription Only";"C[C@@H](O[C@H]1OCCN(Cc2nn(P(=O)(O)O)c(=O)[nH]2)[C@H]1c1ccc(F)cc1)c1cc(C(F)(F)F)cc(C(F)(F)F)c1";"InChI=1S/C23H22F7N4O6P/c1-12(14-8-15(22(25,26)27)10-16(9-14)23(28,29)30)40-20-19(13-2-4-17(24)5-3-13)33(6-7-39-20)11-18-31-21(35)34(32-18)41(36,37)38/h2-5,8-10,12,19-20H,6-7,11H2,1H3,(H,31,32,35)(H2,36,37,38)/t12-,19+,20-/m1/s1";"False";"0"
"CHEMBL6995";"PRACTOLOL";"AY-21,011|AY-21011|DALZIC|ERALDIN|I.C.I. 50,172|I.C.I.-50,172|ICI-50172|PRACTOLOL";"AY-21,011|AY-21011|I.C.I. 50,172|I.C.I.-50,172|ICI-50172";"4.0";"";"'-olol'";"1969";"beta-blockers (propranolol type)";"'-olol(-olol)'";"";"C07AB01";"C07AB - Beta blocking agents, selective";"C07A - BETA BLOCKING AGENTS";"C07 - BETA BLOCKING AGENTS";"C - CARDIOVASCULAR SYSTEM";"Anti-Adrenergic (beta-receptor)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"0";"0";"0";"0";"Unknown";"CC(=O)Nc1ccc(OCC(O)CNC(C)C)cc1";"InChI=1S/C14H22N2O3/c1-10(2)15-8-13(18)9-19-14-6-4-12(5-7-14)16-11(3)17/h4-7,10,13,15,18H,8-9H2,1-3H3,(H,16,17)";"False";"0"
"CHEMBL376359";"ALOGLIPTIN";"ALOGLIPTIN|ALOGLIPTINA|ALOGLIPTINE|VIPIDIA";"";"4.0";"Takeda Pharmaceuticals Usa Inc";"'-gliptin'";"2008";"dipeptidyl aminopeptidase-IV inhibitors";"'-gliptin(-gliptin)'";"2013";"A10BH04";"A10BH - Dipeptidyl peptidase 4 (DPP-4) inhibitors";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"";"US-7807689-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"Cn1c(=O)cc(N2CCC[C@@H](N)C2)n(Cc2ccccc2C#N)c1=O";"InChI=1S/C18H21N5O2/c1-21-17(24)9-16(22-8-4-7-15(20)12-22)23(18(21)25)11-14-6-3-2-5-13(14)10-19/h2-3,5-6,9,15H,4,7-8,11-12,20H2,1H3/t15-/m1/s1";"False";"0"
"CHEMBL1201046";"CEFORANIDE";"BL-S786|CEFORANIDA|CEFORANIDE|NSC-760049|PRECEF";"BL-S786|NSC-760049";"4.0";"Bristol Laboratories Inc Div Bristol Myers Co|Apothecon Inc Div Bristol Myers Squibb";"'cef-'";"1978";"cephalosporins";"'cef-(cef-)'";"1984";"J01DC11";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Discontinued";"NCc1ccccc1CC(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(CSc3nnnn3CC(=O)O)CS[C@H]12";"InChI=1S/C20H21N7O6S2/c21-6-11-4-2-1-3-10(11)5-13(28)22-15-17(31)27-16(19(32)33)12(8-34-18(15)27)9-35-20-23-24-25-26(20)7-14(29)30/h1-4,15,18H,5-9,21H2,(H,22,28)(H,29,30)(H,32,33)/t15-,18-/m1/s1";"False";"0"
"CHEMBL1873475";"IBRUTINIB";"CRA-032765|IBRUTINIB|Imbruvica|PC-32765|PCI 32765|PCI-32765|PCI-32765-00";"CRA-032765|PC-32765|PCI 32765|PCI-32765|PCI-32765-00";"4.0";"Pharmacyclics Llc|Zydus Worldwide Dmcc";"'-tinib'";"2011";"tyrosine kinase inhibitors: tyrosine kinase inhibitors Bruton's (Btk) inhibitors";"'-tinib(-tinib (-brutinib))'";"2013";"L01EL01";"L01EL - Bruton's tyrosine kinase (BTK) inhibitors";"L01E - PROTEIN KINASE INHIBITORS";"L01 - ANTINEOPLASTIC AGENTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-7514444-B2";"1:Synthetic Small Molecule";"1";"1";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"C=CC(=O)N1CCC[C@@H](n2nc(-c3ccc(Oc4ccccc4)cc3)c3c(N)ncnc32)C1";"InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1";"False";"0"
"CHEMBL1213252";"CLORAZEPIC ACID";"4306-CB FREE ACID|ABBOTT-35616 FREE ACID|CHLORAZEPATE|CLORAZEPATE|CLORAZEPIC ACID";"4306-CB FREE ACID|ABBOTT-35616 FREE ACID";"4.0";"Quantum Pharmics Ltd|Sun Pharmaceutical Industries Ltd|Taro Pharmaceutical Industries Ltd|Aurobindo Pharma Ltd|Novitium Pharma Llc|Warner Chilcott Div Warner Lambert Co|Usl Pharma Inc|Alra Laboratories Inc|Key Therapeutics Llc|Rising Pharma Holdings Inc";"";"1969";"";"";"1972";"";"";"";"";"";"Tranquilizer (minor)";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"1";"Prescription Only";"O=C(O)C1N=C(c2ccccc2)c2cc(Cl)ccc2NC1=O";"InChI=1S/C16H11ClN2O3/c17-10-6-7-12-11(8-10)13(9-4-2-1-3-5-9)19-14(16(21)22)15(20)18-12/h1-8,14H,(H,18,20)(H,21,22)";"False";"0"
"CHEMBL1755";"CONIVAPTAN";"CONIVAPTAN|Conivaptan";"";"4.0";"Cumberland Pharmaceuticals Inc";"'-apt-; -vaptan'";"1999";"aptamers, classical and mirror; vasopressin receptor antagonists";"'-apt-(-apt-); -vaptan(-vaptan)'";"2005";"C03XA02";"C03XA - Vasopressin antagonists";"C03X - OTHER DIURETICS";"C03 - DIURETICS";"C - CARDIOVASCULAR SYSTEM";"";"None";"1:Synthetic Small Molecule";"0";"0";"Achiral Molecule";"0";"0";"1";"0";"0";"Prescription Only";"Cc1nc2c([nH]1)-c1ccccc1N(C(=O)c1ccc(NC(=O)c3ccccc3-c3ccccc3)cc1)CC2";"InChI=1S/C32H26N4O2/c1-21-33-28-19-20-36(29-14-8-7-13-27(29)30(28)34-21)32(38)23-15-17-24(18-16-23)35-31(37)26-12-6-5-11-25(26)22-9-3-2-4-10-22/h2-18H,19-20H2,1H3,(H,33,34)(H,35,37)";"False";"0"
"CHEMBL1615438";"LEVOCABASTINE";"LEVOCABASTINA|LEVOCABASTINE|LIVOSTIN DIRECT|R-50547";"R-50547";"4.0";"Novartis Pharmaceuticals Corp";"'-astine'";"1985";"antihistaminics (histamine-H1 receptor antagonists)";"'-astine(-astine)'";"1993";"R01AC02 | S01GX02";"R01AC - Antiallergic agents, excl. corticosteroids | S01GX - Other antiallergics";"R01A - DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE | S01G - DECONGESTANTS AND ANTIALLERGICS";"R01 - NASAL PREPARATIONS | S01 - OPHTHALMOLOGICALS";"R - RESPIRATORY SYSTEM | S - SENSORY ORGANS";"Antihistaminic";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"0";"0";"1";"0";"Discontinued";"C[C@@H]1CN([C@H]2CC[C@](C#N)(c3ccc(F)cc3)CC2)CC[C@]1(C(=O)O)c1ccccc1";"InChI=1S/C26H29FN2O2/c1-19-17-29(16-15-26(19,24(30)31)21-5-3-2-4-6-21)23-11-13-25(18-28,14-12-23)20-7-9-22(27)10-8-20/h2-10,19,23H,11-17H2,1H3,(H,30,31)/t19-,23-,25-,26-/m1/s1";"False";"0"
"CHEMBL1200538";"BETAMETHASONE ACETATE";"BETAMETHASONE 21-ACETATE|BETAMETHASONE ACETATE|NSC-759196";"NSC-759196";"4.0";"American Regent Inc|Hikma Farmaceutica Portugal Sa|Organon Llc A Sub Of Organon And Co";"";"";"";"";"1965";"";"";"";"";"";"Glucocorticoid";"None";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"0";"1";"0";"0";"Prescription Only";"CC(=O)OCC(=O)[C@@]1(O)[C@@H](C)C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C";"InChI=1S/C24H31FO6/c1-13-9-18-17-6-5-15-10-16(27)7-8-21(15,3)23(17,25)19(28)11-22(18,4)24(13,30)20(29)12-31-14(2)26/h7-8,10,13,17-19,28,30H,5-6,9,11-12H2,1-4H3/t13-,17-,18-,19-,21-,22-,23-,24-/m0/s1";"False";"0"
"CHEMBL1164729";"FEBUXOSTAT";"ADENURIC|FEBUXOSTAT|Febuxostat Mylan|NSC-758874|TMX-67|ULORIC";"NSC-758874|TMX-67";"4.0";"Mylan Pharmaceuticals Inc|Dr Reddys Laboratories Ltd|Sun Pharmaceutical Industries Ltd|Hikma Pharmaceuticals Usa Inc|Zydus Lifesciences Ltd|Macleods Pharmaceuticals Ltd|Takeda Pharmaceuticals Usa Inc|Indoco Remedies Ltd|Prinston Pharmaceutical Inc|Alembic Pharmaceuticals Ltd";"'-stat'";"2002";"enzyme inhibitors: xanthine oxidase/dehydrogenase inhibitors";"'-stat(-stat (-xostat))'";"2009";"M04AA03";"M04AA - Preparations inhibiting uric acid production";"M04A - ANTIGOUT PREPARATIONS";"M04 - ANTIGOUT PREPARATIONS";"M - MUSCULO-SKELETAL SYSTEM";"";"US-7361676-B2";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"1";"Prescription Only";"Cc1nc(-c2ccc(OCC(C)C)c(C#N)c2)sc1C(=O)O";"InChI=1S/C16H16N2O3S/c1-9(2)8-21-13-5-4-11(6-12(13)7-17)15-18-10(3)14(22-15)16(19)20/h4-6,9H,8H2,1-3H3,(H,19,20)";"False";"0"
"CHEMBL1201195";"CEFMETAZOLE";"CEFMETAZOL|CEFMETAZOLE|U-72791";"U-72791";"4.0";"Pharmacia And Upjohn Co";"'cef-'";"1987";"cephalosporins";"'cef-(cef-)'";"1989";"J01DC09";"J01DC - Second-generation cephalosporins";"J01D - OTHER BETA-LACTAM ANTIBACTERIALS";"J01 - ANTIBACTERIALS FOR SYSTEMIC USE";"J - ANTIINFECTIVES FOR SYSTEMIC USE";"Antibacterial";"None";"1:Synthetic Small Molecule";"0";"0";"Single Stereoisomer";"0";"0";"1";"0";"0";"Prescription Only";"CO[C@@]1(NC(=O)CSCC#N)C(=O)N2C(C(=O)O)=C(CSc3nnnn3C)CS[C@@H]21";"InChI=1S/C15H17N7O5S3/c1-21-14(18-19-20-21)30-6-8-5-29-13-15(27-2,17-9(23)7-28-4-3-16)12(26)22(13)10(8)11(24)25/h13H,4-7H2,1-2H3,(H,17,23)(H,24,25)/t13-,15+/m1/s1";"False";"0"
"CHEMBL16";"PHENYTOIN";"DILANTIN|DILANTIN-125|DILANTIN-30|DIPHENYLHYDANTOIN|Dilabid|Diphenylhydantoin|EPAMIN|FENITOINA|Hydantol|LEPITOIN|NSC-8722|PHENYTOIN|PHENYTOINE|PHENYTOINUM|Phentytoin|Phenytek|Phenytex|SM-88 COMPONENT PHENYTOIN|ZENTROPIL";"NSC-8722|SM-88 COMPONENT PHENYTOIN";"4.0";"Sun Pharmaceutical Industries Ltd|Acella Pharmaceuticals Llc|Taro Pharmaceutical Industries Ltd|Aurobindo Pharma Ltd|Amneal Pharmaceuticals Ny Llc|Marsam Pharmaceuticals Llc|Chartwell Molecular Holdings Llc|Warner Chilcott Div Warner Lambert Co|Epic Pharma Llc|Rising Pharma Holdings Inc";"'-toin'";"1975";"antiepileptics (hydantoin derivatives)";"'-toin(-toin)'";"1953";"N03AB02 | N03AB52";"N03AB - Hydantoin derivatives | N03AB - Hydantoin derivatives";"N03A - ANTIEPILEPTICS | N03A - ANTIEPILEPTICS";"N03 - ANTIEPILEPTICS | N03 - ANTIEPILEPTICS";"N - NERVOUS SYSTEM | N - NERVOUS SYSTEM";"Anticonvulsant";"None";"1:Synthetic Small Molecule";"1";"0";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"O=C1NC(=O)C(c2ccccc2)(c2ccccc2)N1";"InChI=1S/C15H12N2O2/c18-13-15(17-14(19)16-13,11-7-3-1-4-8-11)12-9-5-2-6-10-12/h1-10H,(H2,16,17,18,19)";"False";"0"
"CHEMBL2111187";"RADIUM DICHLORIDE";"RADIUM DICHLORIDE";"";"4.0";"Bayer Healthcare Pharmaceuticals Inc";"'-ium'";"2012";"quaternary ammonium derivatives";"'-ium(-ium)'";"2013";"";"";"";"";"";"";"None";"9:Inorganic";"0";"0";"Unknown";"0";"0";"1";"0";"0";"Prescription Only";"Cl[Ra]Cl";"InChI=1S/2ClH.Ra/h2*1H;/q;;+2/p-2";"False";"0"
"CHEMBL18116";"TOLOXATONE";"HUMORYL|TOLOXATONA|TOLOXATONE";"";"4.0";"";"";"";"";"";"1984";"N06AG03";"N06AG - Monoamine oxidase A inhibitors";"N06A - ANTIDEPRESSANTS";"N06 - PSYCHOANALEPTICS";"N - NERVOUS SYSTEM";"";"None";"1:Synthetic Small Molecule";"1";"0";"Racemic Mixture";"0";"1";"0";"0";"0";"Unknown";"Cc1cccc(N2CC(CO)OC2=O)c1";"InChI=1S/C11H13NO3/c1-8-3-2-4-9(5-8)12-6-10(7-13)15-11(12)14/h2-5,10,13H,6-7H2,1H3";"False";"0"
"CHEMBL4297634";"GADOPICLENOL";"ELUCIREM|GADOPICLENOL|P-03277|P03277";"P-03277|P03277";"4.0";"Guerbet";"'gado-'";"2019";"gadolinium derivatives (principally for diagnostic use)";"'gado-(gado-)'";"2022";"V08CA12";"V08CA - Paramagnetic contrast media";"V08C - MAGNETIC RESONANCE IMAGING CONTRAST MEDIA";"V08 - CONTRAST MEDIA";"V - VARIOUS";"";"US-8114863-B2";"1:Synthetic Small Molecule";"0";"0";"Racemic Mixture";"0";"0";"1";"0";"1";"Prescription Only";"";"";"False";"0"
"CHEMBL3622821";"UPADACITINIB";"ABT-494|UPADACITINIB|UPADACITINIB ANHYDROUS";"ABT-494";"4.0";"Abbvie Inc";"'-tinib'";"2015";"tyrosine kinase inhibitors: tyrosine kinase inhibitors; janus kinase inhibitors";"'-tinib(-tinib (-citinib))'";"2019";"L04AA44";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8962629-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"1";"Prescription Only";"CC[C@@H]1CN(C(=O)NCC(F)(F)F)C[C@@H]1c1cnc2cnc3[nH]ccc3n12";"InChI=1S/C17H19F3N6O/c1-2-10-7-25(16(27)24-9-17(18,19)20)8-11(10)13-5-22-14-6-23-15-12(26(13)14)3-4-21-15/h3-6,10-11,21H,2,7-9H2,1H3,(H,24,27)/t10-,11+/m1/s1";"False";"0"
"CHEMBL1481";"GLIMEPIRIDE";"AMARYL|Amaryl|GLIMEPIRIDA|GLIMEPIRIDE|HOE 490|HOE-490|NIDDARYL|NSC-759809";"HOE 490|HOE-490|NSC-759809";"4.0";"Micro Labs Ltd|Prinston Pharmaceutical Inc|Aurobindo Pharma Ltd|Chartwell Molecular Holdings Llc|Sb Pharmco Puerto Rico Inc|Epic Pharma Llc|Indoco Remedies Ltd|Teva Pharmaceuticals Usa Inc|Ranbaxy Laboratories Ltd|Dr Reddys Laboratories Ltd";"'gli-'";"1992";"antidiabetics";"'gli-(gli-)'";"1995";"A10BB12";"A10BB - Sulfonylureas";"A10B - BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS";"A10 - DRUGS USED IN DIABETES";"A - ALIMENTARY TRACT AND METABOLISM";"Hypoglycemic";"US-7700128-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"0";"1";"0";"0";"0";"Prescription Only";"CCC1=C(C)CN(C(=O)NCCc2ccc(S(=O)(=O)NC(=O)N[C@H]3CC[C@H](C)CC3)cc2)C1=O";"InChI=1S/C24H34N4O5S/c1-4-21-17(3)15-28(22(21)29)24(31)25-14-13-18-7-11-20(12-8-18)34(32,33)27-23(30)26-19-9-5-16(2)6-10-19/h7-8,11-12,16,19H,4-6,9-10,13-15H2,1-3H3,(H,25,31)(H2,26,27,30)/t16-,19-";"False";"0"
"CHEMBL1009";"LEVODOPA";"BENDOPA|BROCADOPA|Bendopa|CVT-301|DOPAR|Inbrija|LARODOPA|LEVODOPA|LEVODOPA COMPONENT OF CARBILEV|LEVODOPA COMPONENT OF PARCOPA|LEVODOPA COMPONENT OF SINEMET|LEVODOPUM|NSC-118381|V-1512";"NSC-118381|V-1512";"4.0";"Idt Australia Ltd|Sun Pharmaceutical Industries Ltd|Aurobindo Pharma Ltd|Impax Laboratories Inc|Avion Pharmaceuticals Llc|Orion Pharma|Rising Pharma Holdings Inc|Apotex Inc|Shire Development Inc|Ranbaxy Laboratories Ltd";"'-dopa'";"1969";"dopamine receptor agonists";"'-dopa(-dopa)'";"1970";"N04BA01";"N04BA - Dopa and dopa derivatives";"N04B - DOPAMINERGIC AGENTS";"N04 - ANTI-PARKINSON DRUGS";"N - NERVOUS SYSTEM";"Antiparkinsonian";"US-7182961-B2";"1:Synthetic Small Molecule";"1";"0";"Single Stereoisomer";"1";"1";"0";"0";"0";"Prescription Only";"N[C@@H](Cc1ccc(O)c(O)c1)C(=O)O";"InChI=1S/C9H11NO4/c10-6(9(13)14)3-5-1-2-7(11)8(12)4-5/h1-2,4,6,11-12H,3,10H2,(H,13,14)/t6-/m0/s1";"False";"0"
"CHEMBL2005186";"BELUMOSUDIL";"BELUMOSUDIL|KD-025|KD025|ROCK2 INHIBITOR KD025|SLX-2119 FREE BASE|SLx-2119";"KD-025|KD025|SLx-2119";"4.0";"Kadmon Pharmaceuticals Llc";"'-dil'";"2020";"vasodilators (undefined group): Rho protein kinase (ROCK) inhibitors";"'-dil(-dil (-sudil))'";"2021";"L04AA48";"L04AA - Selective immunosuppressants";"L04A - IMMUNOSUPPRESSANTS";"L04 - IMMUNOSUPPRESSANTS";"L - ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS";"";"US-8357693-B2";"1:Synthetic Small Molecule";"1";"1";"Achiral Molecule";"0";"1";"0";"0";"0";"Prescription Only";"CC(C)NC(=O)COc1cccc(-c2nc(Nc3ccc4[nH]ncc4c3)c3ccccc3n2)c1";"InChI=1S/C26H24N6O2/c1-16(2)28-24(33)15-34-20-7-5-6-17(13-20)25-30-23-9-4-3-8-21(23)26(31-25)29-19-10-11-22-18(12-19)14-27-32-22/h3-14,16H,15H2,1-2H3,(H,27,32)(H,28,33)(H,29,30,31)";"False";"0"
